s,x,y,tx,ty
11.112888,-22.563352,14.911709,-1.000000,0.000000
11.155838,-22.606302,14.911709,-0.948683,0.316228
11.216578,-22.649252,14.954659,-0.948683,0.316228
11.259528,-22.692202,14.954659,-1.000000,0.000000
11.302478,-22.735152,14.954659,-1.000000,0.000000
11.345428,-22.778102,14.954659,-1.000000,0.000000
11.388378,-22.821052,14.954659,-0.948683,0.316228
11.449119,-22.864002,14.997609,-0.948683,0.316228
11.492069,-22.906952,14.997609,-1.000000,0.000000
11.535019,-22.949902,14.997609,-1.000000,0.000000
11.577969,-22.992852,14.997609,-1.000000,-0.000000
11.620919,-23.035802,14.997609,-1.000000,0.000000
11.663869,-23.078752,14.997609,-0.948683,0.316228
11.724609,-23.121702,15.040559,-0.948683,0.316228
11.767559,-23.164652,15.040559,-1.000000,0.000000
11.810509,-23.207602,15.040559,-1.000000,0.000000
11.853459,-23.250552,15.040559,-1.000000,0.000000
11.896409,-23.293502,15.040559,-1.000000,0.000000
11.939359,-23.336452,15.040559,-0.948683,0.316228
12.000100,-23.379402,15.083509,-0.948683,0.316228
12.043050,-23.422352,15.083509,-1.000000,0.000000
12.086000,-23.465302,15.083509,-1.000000,-0.000000
12.128950,-23.508252,15.083509,-1.000000,0.000000
12.171900,-23.551202,15.083509,-1.000000,0.000000
12.214850,-23.594152,15.083509,-1.000000,-0.000000
12.257800,-23.637102,15.083509,-0.948683,0.316228
12.318540,-23.680052,15.126459,-0.948683,0.316228
12.361490,-23.723002,15.126459,-1.000000,0.000000
12.404440,-23.765952,15.126459,-1.000000,0.000000
12.447390,-23.808902,15.126459,-1.000000,0.000000
12.490340,-23.851852,15.126459,-1.000000,0.000000
12.533290,-23.894802,15.126459,-1.000000,0.000000
12.576240,-23.937752,15.126459,-0.948683,0.316228
12.636981,-23.980702,15.169409,-0.948683,0.316228
12.679931,-24.023652,15.169409,-1.000000,0.000000
12.722881,-24.066602,15.169409,-1.000000,0.000000
12.765831,-24.109552,15.169409,-1.000000,0.000000
12.808781,-24.152502,15.169409,-1.000000,0.000000
12.851731,-24.195452,15.169409,-1.000000,0.000000
12.894681,-24.238402,15.169409,-0.948683,0.316228
12.955421,-24.281352,15.212359,-0.948683,0.316228
